,Artist,Lyrics,Song,genre
49,Future,Took shot Henny Ive going brazy brazy They say whole hood got investigationnThey know talk stick talk stick talknThey know talk lick talk lick talk 10 million dollars cash fuck friend Started sipping syrup Ive geeked ever since Gotta keep heat seat ever since You know talk stick talk stick talk Im bout fuck cash new toynBout fuck cash new toy You cant understand us cause soft Taliban bands run em straight machinery They came stick heard itnThey came bitch swerving I cant believe blood aint shirtnBecause got hit closerange We talking stick talk talking bricks toonWe talking lick talk Ima fuck bitch too I aint got manners slutsnIma put thumb butt Took shot Henny Ive going brazy brazy They say whole hood got investigationnThey know talk stick talk stick talknThey know talk lick talk lick talk Im bout fuck cash new toynBout fuck cash new toy You cant understand us cause soft Taliban bands run em straight machinery Ima tell lie oathnI see eyes going broke Oxycontin got body count sak pase Riding car I barely pronouncenOrdered chauffeur told him ride round whole worldnI Eway molly old girl Get little cheaper could winnHit little harder get Benz 10 million dollars cash fuck friend Started sipping syrup Ive geeked ever sincenGotta keep heat seat ever since You know talk stick talk stick talk Im bout fuck cash new toynBout fuck cash new toy You cant understand us cause soft Taliban bands run em straight machinery Fully loaded whip tote fully loaded clips Fucking niggas Ill smoke zipnRed eyes I got Zoes me Taliban bands run em straight machinery Took shot Henny Ive going brazy brazy They say whole hood got investigationnThey know talk stick talk stick talknThey know talk lick talk lick talk 10 million dollars cash fuck friend Started sipping syrup Ive geeked ever sincenGotta keep heat seat ever sincenGotta keep heat seat ever since You know talk stick talk stick talk,Stick Talk,rap
50,Migos Featuring Lil Uzi Vert,You know young rich niggasnYou know aint really never old moneynWe got whole lotta new money though hah If Young Metro trust Im gon shoot ya Raindrop drip drop top drop topnSmokin cookie hotbox cookie Fuckin bitch thot thot thot Cookin dope crockpot pot We came nothin somethin nigga hey Cry river give tissue hey My bitch bad boujee bad Cookin dope Uzi blaownMy niggas savage ruthless savagenWe got 30s 100 rounds grrah My bitch bad boujee bad Cookin dope Uzi dope My niggas savage ruthless heynWe got 30s 100 rounds glah Offset whoo whoo whoo whoo whoo Rackaids rackaids got backends backends Im ridin around coupe coupe I take bih right you Bitch Im dog roof grrnBeat ho walls loose hey Hop frog whoo skrt Bankrolls keep company cash Yeah pull Ghosts whoo Yeah diamonds choker glah Holdin fire holster blaow Rick Ruler diamonds cooler cooler This Rollie Muller heynDabbin em like usual dab Magic brick voodoo magic Im young rich plus Im bougie hey Im stupid I keep Uzi rrah Rackaids rackaids got backends backendsnSo money makin back ache aagh You niggas got low Act rate Act We Nawf yeah dat way nawf Fat Cookie blunt ashtray cookie Hop Lamb drag race skrt I let birds take bath bae brr Raindrop drip drop top drop topnSmokin cookie hotbox cookie Fuckin bitch thot thot thot Cookin dope crockpot pot We came nothin somethin nigga hey Cry river give tissue hey My bitch bad boujee bad Cookin dope Uzi blaownMy niggas savage ruthless savagenWe got 30s 100 rounds grrah My bitch bad boujee bad Cookin dope Uzi dopenMy niggas savage ruthless heynWe got 30s 100 rounds glah Pour four Im droppin muddynOuter space Kid Cudi drank Dont move fast I might shoot ya huhnDraco bad boujee draco Im always hangin shooters brrah Still playin pots pans call Quavo Ratatouille Run sack call Boobie run itnWhen Im stage show boobies ayy Ice neck Im coolest ice Hop suicide Uzi pewpewpew I pull up I pull up I pull upnI hop drugs good luck skrrtnIm cookin Im cookin Im whippinnIm whippin rock up let lock lock up I gave 10 racksnI told go shoppin spend pop ten These bitches fuck suck dicknAnd bustin Instagram get clout up Uh yeah dat way float track like Segway gonYeah dat way I used trap Subway trappinnYeah dat way young nigga trap AK rrrahnYeah dat way big dyke ho get door Macy Gray hey Raindrop drip drop top drop topnSmokin cookie hotbox cookie Fuckin bitch thot thot thot Cookin dope crockpot pot We came nothin somethin nigga hey Cry river give tissue hey My bitch bad boujee bad Cookin dope Uzi blaownMy niggas savage ruthless savagenWe got 30s 100 rounds grrah My bitch bad boujee bad Cookin dope Uzi dopenMy niggas savage ruthless heynWe got 30s 100 rounds glah Yeah yeah yeah yeah yeah Ayy wait niggas watchinnI swear God clonesnYeah hey huh Switchin hoes like flows what Switchin flows like clothes like what Cause money come roofnDrive Rari bitch got roof skrtnWait kind Rari 458 damn Look go strip club make rain Go sleep jacuzzi yeahnWakin right twopiece yeah Gettin chicken blue cheese yeah Boy fake like collar snakinnI swear God Gucci ayy Saw girl once choosin yeah Raindrop drip drop top drop topnSmokin cookie hotbox cookie Fuckin bitch thot thot thot Cookin dope crockpot pot We came nothin somethin nigga hey Cry river give tissue hey My bitch bad boujee bad Cookin dope Uzi blaownMy niggas savage ruthless savagenWe got 30s 100 rounds grrah My bitch bad boujee bad Cookin dope Uzi dopenMy niggas savage ruthless heynWe got 30s 100 rounds glah,Bad And Boujee,rap
51,Rae Sremmurd Featuring Gucci Mane,Black Beatles citynBe back immediately confiscate moneys Ear DrummersnRae Sremm Guwop Mike WiLL I sent flowers said receive emnBut said need em Mike WiLL That girl real crowd pleaser Small world friends know me Young bull livin like old geezer Quick release cash watch fall slowly Haters mad whatever reason They lose DJ drops needle Getting gone Im blinkin New day new money madenThere nothin explain Im fuckin black Beatle cream seats Regal Rockin John Lennon lenses like see em spread eagle Like clockwork I blow allnAnd get more Get somebody both Black Beatles got babes belly rollin She think love me I think trollin That girl real crowd pleaser Small world friends know me Young bull livin like old geezer Quick release cash watch fall slowly They lose DJ drops needle Came two girls look like strippers real clothes A yellow bitch green hair real weirdonBlack man yellow Lamb red light go They seen Guwop came side door Theres much money floor buyin school clothes Pint lean pound weed kilo I Eurostep past hater like Im Rondo Like Chapo servin yayo gringos That girl real crowd pleaser Small world friends know me Young bull livin like old geezer Quick release cash watch fall slowly They lose DJ drops needle Shes good teaser blowin reefer DG me I got lot flavor I wear leather Gucci jackets like still 80s Black Beatle bitch Paul McCartney related That girl real crowd pleaser Small world friends know me Young bull livin like old geezer Quick release cash watch fall slowly They lose DJ drops needle,Black Beatles,rap
52,Machine Gun Kelly x Camila Cabello,Am I headnAm I mindnIf knew bad things I likenDont think I explain itnWhat I say complicatednDont matter saynDont matter donI wanna bad things younSo good cant explain itnWhat I say complicated And were wildnAnd nights youngnAnd drugnBreathe til face numb Nails scratchin back tattnEyes closed scream outnAnd keep hipsnWhile teeth sink lipsnWhile bodys giving lifenAnd suffocate kiss I want forevernEven were togethernScars body I take wherevernI want forevernEven were together Scars body I look whenever Am I headnAm I mindnIf knew bad things I likenDont think I explain itnWhat I say complicatednDont matter saynDont matter donI wanna bad things younSo good cant explain itnWhat I say complicated And I love way breathnNumbs like novacainenAnd arenAlways high Keep strange Okay yeah Im insanenBut same Let paint picturenCouch kitchennNothin heels onnLosin religion I want forevernEven were togethernScars body I take wherevernI want forevernEven were togethernScars body I look whenever Am I headnAm I mindnIf knew bad things I likenDont think I explain itnWhat I say complicatednDont matter saynDont matter donI wanna bad things younSo good cant explain itnWhat I say complicated PreChorus Machine Gun Kelly Camila Cabello I want forevernEven were togethernScars body I take wherevernI want forevernEven were togethernScars body I look whenever Am I headnAm I mindnIf knew bad things I likenDont think I explain itnWhat I say complicatednDont matter saynDont matter donI wanna bad things younSo good cant explain itnWhat I say complicated,Bad Things,rap
53,Drake,Ive long look like menThey look menI got fake people showin fake love menStraight face straight facenIve long look like menThey look menI got fake people showin fake love menStraight face straight face Just shit look reachnI reach back like one threenLike one three yeah Thats smile facenWhole time wanna take placenWhole time wanna take placenWhole time wanna take placenYeah I know wanna take placenI tell love fakenI trust word saynHow wanna clique mistakesnLook face same Ive long look like menThey look menI got fake people showin fake love menStraight face straight facenIve long look like menThey look menI got fake people showin fake love menStraight face straight face Thats smile facenWhole time wanna take placenWhole time wanna take placenWhole time wanna take placenYeah I know wanna take placenI tell love fake I tell love fakenI trust word say I trust wordnHow wanna clique mistakesnThats I heardnLook face same Ive long look like menThey look menI got fake people showin fake love menStraight face straight facenIve long look like menThey look menI got fake people showin fake love menStraight face straight face And chune headtopnSo watch speak name know,Fake Love,rap
54,Amine,Listen mannWhats upnI heard done got dime piece mannHell naw mannOne Beyoncé Meagan Good types mannNah nah nahnIs true mannI wanna knownProbably notnI mean shit honest you man a Bad thang fine hell thick fuck Caroline divinenMighty fine Shawty really blow pipe thats truenLike pronAha fuck thought Holy shit Im really litnIts looking like bout time fuck upnCaroline listen up wanna hearnAbout ya horoscope future holds Shut shut andnLets get gory like Tarantino movienDont wanna talk out fuck outnCause gon night fuck decaf You say Im tall thug guess Im Graffe If ya want safesex baby use knee pads Freaky sticky icky Baby give kitty kitty Killa westside nigga Boy like 98 degreesnAnd Im 300 nigga keep ya feet runninnI chief keef keef I eat beats Better boy get scurred Cause great scenes might greatnBut I love bloopers And perfects urgentnBaby I want forever Bad thang fine hell thick fuck Caroline divinenMighty fine Shawty really blow pipe thats truenLike pronAha what Caroline listen up wanna hearnAbout ya horoscope future holds Lets get gory like Tarantino movie Dont wanna talk out fuck outnCause gon night fuck decaf You say Im tall thug guess Im Graffe If ya want safesex baby use knee pads Freaky sticky icky Baby give kitty kitty Killa westside nigga Boy like 98 degreesnAnd Im 300 nigga keep ya feet runninnI chief keef keef I eat beats Bet boy get scurred Cause great scenes might greatnBut I love bloopers And perfects urgentnBaby I want forever,Caroline,rap
55,Big Sean,Intro FuturenIf Young Metro trust you Im gon shoot you Last night took L tonight I bounce backnWake every morning night I count stacks Knew ass real I hit bounce back Last night took L tonight I bounce back Boy I broke hell cashed check bounced back D town LAX every week I bounce back 1 Big Sean Dont owe nobody owe nobodynAlways fuckin job I got hobbies Got city fuckin cause Im homegrown Vibin phone thoughnLeave lone though Look I cut bitch like edit My daddy G genetics Straight up I heard ya new shit patheticnYa contract shredded Took dogs private jet public housing I kept G yeah one thousand Clique starstudded like Paramount mountain Everything I righteousnBetting right risknEven fucking crisisnIm never switching sides shit I switch gears night shiftnBlacking cause Im enlightened God talk silencenBut I hear every time manenThank God God bless you thank much Last night took L tonight I bounce backnWake every morning night I count stacks Knew ass real I hit bounce back Last night took L tonight I bounce back Boy I broke hell cashed check bounced back D town LAX every week I bounce back Look I woke beast modenWith girl thats beauty beast though Been top 5 niggas sleep thoughnOnly thing sold seats thoughnNever sold soul never never have Nigga dare stand respect authoritynIf fuck glory Ima drop L get gory I done everything except worrynHella drama life story Faith mustard seed I kept growingnI knew life meant me Niggas change wishin wellsnKarma come around Ill wish em well Livin like Im limitless pillnI kill scene like Im Denzel Crazy like jacket strapped upnNigga I dont act Ill act upnBrown paper bag like lunch packed up Back back back back upnNigga Ima need like 10 feetnOr get stomped ten feetnIma always lose tempernYou cannot count ten me If I lose 1 I bounce back like 2 3 4 5nSeen court rooms court sides aint many seen sides Nigga fuck knownNigga Im takin back controlnThe underdog turned wolf hunger steady grows Yeah I call shots call off Never takin summer fall offnWhen stay committed it fall never fall off so Last night took L tonight I bounce backnWake every morning night I count stacks Knew ass real I hit bounce back Last night took L tonight I bounce back D town LAX every week I bounce back Don,Bounce Back,rap
56,Zay Hilfigerrr & Zayion McCall,Do one dance babynThat one dancenYeah ohnYou know thatnBaby grandmanCome on Im old Im trying learn itnWell yeah it Walked partynAnd girls lookin menSkinny jeans know hair nappynHey hey heynOkay okaynI want yall it dance now JuJu beatnJuJu beatnJuJu that JuJu that JuJu beat Now slide drop Hit dem folks stop ayenDont stop ayenDont stop aye Running man beat ayenRunning man beat ayenRunning man beat ayenRunning man beat You uglynYou daddys son Okay knuckin buckinnAnd ready fightnI got cousin menAnd got Lil Zay right And Im Detroit baby Besides drinking partiesnAnd fun I see 300S If compare younThere comparings JuJu beatnJuJu beatnJuJu that JuJu that JuJu beat Hit dem folks stop ayenDont stop ayenDont stop aye Running man beat ayenRunning man beat ayenRunning man beat ayenRunning man beat You uglynYou daddys son,Juju On That Beat (TZ Anthem),rap
57,21 Savage & Metro Boomin Featuring Future,Wrist Milly Rock diamonds dancin I got model bitches wanna lick like candynAnd drugs come handy Last name Savage bitch Im Randy Hit condom make eat plan B And Im sippin Codeine Brandy Im stuntin exbitchnIm flexin exbitchnHold up Im stuntin exbitchnHold up Im flexin exbitch Fuck wedding ring I bought necklacenDiamonds got flu try catch this I left ho alone cause ratchet 1 21 Savage Future Her friend gon lick like fruit roll up She feelins Gram grow up 21 gon get stick hold up Hold up hold up without weave bald Hold up bitch I spent rent inside mallnTold got nigga broke lost Im stuntin exbitchnIm flexin exbitchnHold up Im stuntin exbitchnHold up Im flexin exbitch Fuck wedding ring I bought necklacenDiamonds got flu try catch this Hold up bitch Rolex fleeknHold up bitch diamonds fleek Hold up got Rainbow feet Hold up cant motherfuckin judge check me Hold up I give fuck ring Hold up bitch still stay Section8 Hold up love let paint face Hold up ripped confidential papers up Im stuntin exbitchnIm flexin exbitchnHold up Im stuntin exbitchnHold up Im flexin exbitch Fuck wedding ring I bought necklacenDiamonds got flu try catch this Wrist Milly Rock diamonds dancin If Young Metro trust you Im gon shoot you Last name Hendrix bitch know Im Jimi And Im sippin codeine tats stomach,X,rap
58,Rob $tone Featuring J. Davi$ & Spooks,Rob tone two damn phonesnBabylons cant crack code no Used sip styrofoamnBut figured I stick dro trees Backwoods overloadnDont like smoke swishers ho If hit liquor storenIts 50 cents single Ports Said wanna roll smoke weednI said Baby buy Dutches cause cant smoke free I got loud money babe buy FijinShe said You need job bitch fuck job I still get cheese 2 J Davi 1207 fuck op Rolling dope spotnIm bitch jock Im sippin water Voss Got lean fuckin Sprite Mr Kenny PowersnBout take girlfriend home tonight bitch 3 Spooks And Im smokin widow see window Growin up I always middlenSo I gotta hold older little but I LG Said wanna roll smoke weednI said Baby buy Dutches cause cant smoke free I got loud money babe buy FijinShe said You need job bitch fuck job I still get cheese,Chill Bill,rap
59,Young M.A,Yo bro I think I much Hennessy mannThis Hennessy gettin menI aint gonna lie Im little smizznIm little drizznBut club man OOOUUU Yeah Im pretty Im loco The loud got movin slowmo Ayo Tweetie hoes bronAyo Keys hoes though That nigga bozo Disrespect Lyfe thats nononAll niggas dressed rojo Redlyfe I ride guys thats bro code Damn make weak deep throat My brother told me Fuck em get money sisnYou keep grindin hungry shitnIgnore hate ignore fake ignore funny shitnCause nigga violate got hunnit clips grrrrrrrahnAnd go zero hundred quick ooouuu We niggas aint fuckin oh no Pockets chubby chick ah And still go bag thottie bummy shit ooouuu Like I always keep hammer next menLike I aint got hitter left menLike aint streets Sesame If thats chick textin menWhy keep calling phone speaking sexuallynEvery time Im out stressin menYou call Stephanie I call Headphanie OOOUUU I open doors whorenI want neck nothin more Shawty make clap make applaud Dyke bitches talking jawnNext minute calling lawnThis 9 em calling Lord They aint getting shmoney bored They say I got juice I got sauce Im killing em sorry loss RIPnI caught body Randy Moss Now year Im really going off OOOUUU OOOUUU OOOUUU OOOUUU OOOUUU OOOUUU This Henny got me got saucednThis Henny got me oh got sauced OOOUUU OOOUUU,OOOUUU,rap
60,Lil Uzi Vert,Hit back watch nigga bless you If Young Metro trust Im gon shoot you Cryin arms like nigga wrecked you Metro Boomin want more nigga Ya alright alright alrightnYou right I wrongnYa I never ever took homenYa I bonednYa fantasy phonenYa hit back watch nigga bless younYa cryin arms like nigga wrecked younTalkin bout broken heart runnin restroom Looked mama like richnLooked bitch like richnSaid aint got minor setbacks Countin money told nigga bet thatnI I know aint got it boy aint say thatnThey see I got money bitch like I said thatnI dont pay ho mind I that When I saw girl yeah know I bag thatnAnd fuck niggas yeah thatnFive niggas includin I back back Try diss me I take familynI fuck sister make sure vanish Ya alright alright alrightnYou right I wrongnYa I never ever took homenYa I bonednYa fantasy phonenYa hit back watch nigga bless younYa cryin arms like nigga wrecked younTalkin bout broken heart runnin restroomnYa alright alright alrightnYou right I wrongnYa I never ever took homenYa I bonednYa fantasy phonenYa hit back watch nigga bless younYa cryin arms like nigga wrecked younTalkin bout broken heart runnin restroom yeah Even though roomnYou locked door I gotta text younLike bae unlock door I got use restroomnLike I want war wanna caress you Ya alright alright alrightnYou right I wrongnYa I never ever took homenYa I bonednYa fantasy phonenYa hit back watch nigga bless younYa cryin arms like nigga wrecked younTalkin bout broken heart runnin restroom,You Was Right,rap
61,KYLE Featuring Lil Yachty,Intro Kyle Lil Yachty Man fucknWhats wrong KylenMan kids man talkin shit makin feel badnMan fuck kids bro Look around bro look lifenMan rightnMmm see You see fine bitches herenYeah woahnYou see trees man You see waternI guess okaynCome on man got much appreciate mannMan know what yyoure rightnYou damn right Im right I cant remember time I goddamn wrong Man thanks Lil Boat Hey man thats Im for I aint gettin highnWell maybe little baby I wanna lie I know text me girl I always reply Well angel either cant even fly All shade thats comin me I wonder throws it They cant see vision boy must focus Thats real hot album homie I wonder wrote it oh shit Otay pray niggas go away Always hella clowns around look like Cirque Du Soleil This album either throwaways This shit still cold drop gonna mothafuckin snow day Im like DeRozan I shoot it goes in I Cali coastin get em wet need coasters I got selfie Oprah I aint never post it And Im happy place posted I aint frown since 06nI aint cried since 01 my pad like Six Flags house fun You come back mine though friend aint cute fine though We gon end high note I spy little eyenA girlie I get cause get many likesnA curlyheaded cutie I turn wifenWait means forever ever hold up never mindnOh I spy little eyenA girlie I get cause get many likesnA curlyheaded cutie I turn wifenWait means forever ever hold up never mind Oh I I spy little eyenI spy I spy little eyenOh I I spy little eyenI spy I spy little eyenOh I She said 21 I might ID that All bitches come pairs like balls nutsack I remember ridin around city HatchbacknLookin problem young goblinsnIma send model home neck throbbinnI done made much money nonstoppin Got brothers back like last name I remember tellin everyone I tamednWoah six months later I snapped Im game Went fake chains diamonds another lanenWent Can take here screening lanenWent Damn nigga lame remember namenSo I remember people aint fucked menThey went college niggas history Upgraded gold diamonds teeth Riding deep van like lookin mystery Raggy So fuck menNo lately I livin like luxury Boat Kyle stick together like piano keys And mothers mother I fuck bitch without damn rubber I spy little eyenA girlie I get cause get many likesnA curlyheaded cutie I turn wifenWait means forever ever hold up never mindnOh II spy little eyenA girlie I get cause get many likesnA curlyheaded cutie I turn wifenWait means forever ever hold up never mind Oh I I spy little eyenI spy I spy little eyenOh I I spy little eyenI spy I spy little eyenOh I,iSpy,rap
62,Gucci Mane Featuring Drake,If Young Metro trust you Im gon shoot you I got many felonies I might cant never go CanadanBut Drake said gon pull strings let check calendar Im allred drop tarantula fuck Challenger This Patek Philipe gon make crooked judge try throw book menI look like half million worth heroin look me But aint gotta fuck me nig stuck menBut called cops me nig You grew me I usually unless Im drunk Im highnBut Im right now got talking lifenI usually unless Im drunk Im highnBut Im right nownI usually unless Im drunk Im highnBut Im right I need ya lifenI usually unless Im drunk Im highnBut Im right now Yeah Im bothnYeah I drink yeah I smoked Yeah think I need I dontnJust left Dubai folk Open water location remotenShoutout Yachty aint Lil Boat This shit I wrote I brokenSee power mind jokenMan I said I would I didnUsed get leftovers fridgenNobody famous I livednTill I got jumping cribnTook lot able give I mean I usually unless Im drunk Im highnBut Im right now got talking lifenI usually unless Im drunk Im highnBut Im right nownI usually unless Im drunk Im highnBut Im right I need ya lifenI usually unless Im drunk Im highnBut Im right now,Both,rap
63,21 Savage & Metro Boomin,Cause niggas pussy Im hardnI turn fuckin soft hard I grew streets without heartnIm prayin Glock carbon I sit back read like Cat Hat 21 Savage cat MAC 21 Savage Boyz N The HoodnBut I pull you shoot ass back Stuart Little heard niggas rats Pockets full cheese bitch I got racks Im real street nigga bitchnI one niggas bangin wax Wet mamas house wet grandmas housenKeep shootin somebody dienSo many shots neighbor looked calendarnThought Fourth July You friends playin NintendonI playin round firenSeventh grade I got caught pistol sent Panthersville Eighth grade started playin footballnThen I like fuck field Ninth grade I knocking niggas outnNigga like Holyfield Bad bitch me thicknI even need pill Niggas love sneak dissin TwitternThey want beef real Ima favorite rapper shoot like Im John Dill I since day onenSavage I aint even hatinnSo whats Instagram shitnSavage I playinnYall pussy niggas fakinnBitch I hang around HaitiansnPull you tie kids upnPistol whip bitch nakednCome man Savage know I always play mixtapenYeah nigga fuck that ask bitch dick tastes Cause niggas pussy Im hardnI turn fuckin soft hard I grew streets without heartnIm prayin Glock carbon So much dope broke scalenThey say crack kills nigga crack sellsnMy brother kitchen wrappin bale Louis V bag Louis V belt Cause niggas pussy Im hardnI turn fuckin soft hard I grew streets without heartnI grew streets without heart So much dope broke scalenThey say crack kills nigga crack sellsnMy brother kitchen wrappin bale Louis V bag Louis V belt,No Heart,rap
64,J. Cole,Ayy put finger sky want it nigganAyy put two fingers sky want hernAyy put finger sky want it nigganAyy put two fingers sky want hernAyy put finger sky want it nigganAyy put two fingers sky want hernAyy put finger sky want it nigganAyy put two fingers sky want her Some people talk love first sight shitnTo keep real I know whether I believe truenBut tell Im wrong rightnIf I fell love I ever even knewnI catch eye look away never happenednAt times I feel though Im caught strange dream She fuck small town niggas I got bigger dreamsnShe fuck small town niggas I got bigger dreams listennShe fuck small town niggas I got bigger dreamsnShe fuck small town niggas I got bigger dreams listen Club jumping stop topnBut know go till 2 oclock Last call bar ladies get drink nigga get ballsnAint telling gonna see bitch tomorrow Cause starno type snort white linesnI mean type light night time I heard got man No question I know destiny wellnAnd though I sin Lord blessing stillnEvery saint got past every sinner got futurenEvery loser gotta win every winner gotta lose somedaynThey say matter timenAnd I way would mine She fuck small town niggas I got bigger dreamsnShe fuck small town niggas I got bigger dreams listennShe fuck small town niggas I got bigger dreamsnShe fuck small town niggas I got bigger dreams Club jumping stop topnBut know go till 2 oclock Last call bar ladies get drink nigga get ballsnAint telling gonna see bitch tomorrow I know made butnDarling wait menCause I see promised landnBut I cant promisingnI know made butnDarling wait menCause I see promised landnBut I cant promising,Deja Vu,rap
65,Future Featuring Drake,Zaytoven Mexicano working like Im Mexicano New persona were moving Ferragamo Im moving on Get llama I party real Madonna yeah Beat odds numbers remain humble Future Droptop Porsches Im used thisnSmoking pound Im used thisnI know Im I got used thisnMansion hills I got used this Stack booty bitches I got used this Theres Iceland wrist I done got used this Tropicana bitches I got kinda flavors Selling dope life I cant minimum wage nahnDirtydirty money I got used gang I give whole heart till aint nothing give Freebandz Be honest yourself never pretend tell emnDont ever play yourself know begins you know I put back wall and what Mexicano working like Im Mexicano New persona were moving Ferragamo Get llama I party real Madonna Beat odds numbers remain humble yeah Droptop Porsches Im used thisnSmoking pound Im used thisnI know Im I got used thisnMansion hills I got used this Lambo come alive man Im used this No one looks surprised cause used thisnImma make sure get used this Treat brothers kids like one kids Never looking back it didnCould never find time people I missnThought back wallnTell I deserve ballnWell tell deserve it Eyes getting low Im still observing I see lurking Never see person Im always working Money head make nigga nervous Never made move unless I certain Tatted me shit deeper surface Im everyone I first placenMaking sure good close curtain Mexicano working like Im Mexicano New persona were moving Ferragamo Get llama I party real Madonna yeah Beat odds numbers remain humble Future Droptop Porsches Im used thisnSmoking pound Im used thisnI know Im I got used thisnMansion hills I got used this,Used To This,rap
66,DJ ESCO Featuring Future & Lil Uzi Vert,Thats much saucenThats much sauce Patek Philippe plain one thats much sauce Hermes A thats much sauce They let know I famous I much sauce Audemars Hublot now thats much saucenThats much sauce got much saucenThats much sauce I got much sauce Patek Philippe plain one thats much sauce Got diamonds fingers thats much sauce Yeah diamonds shinenHaters like knock offnYeah diamonds fakenNeed stop dawg You really kissin girl like aint top though Shaquille ONeal haters cause Im blockin yall Rockin VLONE Im rockin OffWhitenThats much sauce Yeah yeah much sauce yeah yeah Diamonds look like Dasani huh like Voss aye Yeah boy saw chain said whats cost ayenYou wanna know amount Can count Patek Philippe plain one thats much sauce Hermes A thats much sauce Audemars Hublot now thats much saucenThats much sauce got much saucenThats much sauce I got much sauce Patek Philippe plain one thats much sauce Got diamonds fingers thats much sauce Yeah much sauce yeah yeahnDiamonds look like Dasani like Voss Young man young mannYoung man turned right boss like yeah Think Future fucked twinsnDamn yeah yeah Drugs got lost like Bermuda Patek Philippe plain one Hermes They let know I famous I much sauce Patek Philippe plain one Got diamonds fingers thats much sauce Diamonds look like Dasani,Too Much Sauce,rap
67,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Another onenWe The Best Music Yo aint messin average chick pop popnHe got Nicki know hit jackpot Every baller tryna score check shot clocksnBut I hit em BronIguodala blocks Eat cake suck toes yesnHittin home runs I like Go Mets I want dude still kiss madnType cop diamonds miss bags Girl right here thinkin bout nightnBaby bed oohnDo mind mind Baby DJ KhalednDo mind Do mind Do mind Im tryna get know yanGet little closer maybe post up oohnDo mind Do mind Do mindnDo mind Do mind Do mindnGirl right here thinkin bout nightnBaby bed oohnDo mind mind Baby younDo mind Do mind Do mind You know know know knownHe aint got forever evernYou know know know knownLet one baby deserve betternYou know know know knownWe aint got forever evernYou know know know knownLet one baby mind Do mind You aint gotta hold back cause I get insidenYou change mind know take it No need hesitate I need it impatientnIm used waiting I want give me Im tryna get know yanGet little closer maybe post up oohnDo mind Do mind Do mindnDo mind Do mind Do mindnGirl right here thinkin bout nightnBaby bed oohnDo mind mind Baby younDo mind Do mind Do mind Man red carpet shit babynYou know Im saying Future Hendrix Ima favor drippin flavor two piecenIma keep promise never treat like groupienCalamari dinners got eatin raw sushi Still trap I like bitches bougie Two cups styrofoam excuse lil mama I hold down friend lover You want watches new Versaces want CélinenTop back screamin money aint ting Seein two Gwagons driveway FaceTime two black bottles fireplace Fell peoples took pictures downnInstagram aint since distant now Took shoppin places I namenFirst time friends really got see Balmainn20 million cash seen two eyes We best I told back 05 Maybach Music Im tryna get know yanGet little closer maybe post up oohnDo mind Do mind Do mindnDo mind Do mind Do mindnGirl right here thinkin bout nightnBaby bed oohnDo mind mind Baby younDo mind Do mind Do mind Oh case need me I mindnYo tell do tell donTell donWhen see bad bitch front you babynYeah assume position Im tryna get know yanGet little closer maybe post up oohnDo mind Do mind Do mindnDo mind Do mind Do mindnGirl right here thinkin bout nightnBaby bed oohnDo mind mind Baby younDo mind Do mind Do mind,Do You Mind,rap
68,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",I torture you take hand flamesnI torture you Im slave gamesnIm sucker painnI wanna chain up I wanna tie downnOooohh Im sucker pain 1 Ty Dolla ign Im sucker pain I got squad tatted neck ankles Pressure man got us rebellionnWe gon go war yeah without failure Do fam dog ten toes dognLove loyalty thats stand for Alienated societynAll pressure give anxietynWalk slow firenLike gon try usnFeeling world go usnSo put world shoulders I torture you take hand flamesnI torture you Im slave gamesnIm sucker painnI wanna chain up I wanna tie downnOooohh Im sucker pain I homiesnIt matter know menI rollin team illest scenenI riding round city squadnI riding round city squadnWe posted getting crazy living like amazing Hold take step back roll up cause I know whatnWe loyal fam ones trust in Wont hesitate go straight head like concussion I know I bussin discussion family No hesitation scope I see enemynLike whats up Hold up finna reload upnYes I reload up I know up I know up I torture you take hand flamesnI torture you Im slave gamesnIm sucker painnI wanna chain up I wanna tie downnOooohh Im sucker pain 3 Lil Wayne Uh devoted destructionnA full dosage detrimental dysfunction Im dying slow devil tryna rush me See Im fool pain Im dummynMight cut head right I slit throat Tongue kiss shark got jealous bitches boatnEating peanut butter jelly fishes toastnAnd I get stung I get stoked might chokenLike I chewed chunk charcoal naked North PolenThats heart cold full sorrow lost soul And Lord knows Im coming crossroadsnSo I fear shit tomorrow And Im sucker pain aint nuttin painnYou fuckin complain aint tough claim Just stay lane fuck Lil Wayne Ima jump plane stand front trainnCause Im sucker pain 4 Wiz Khalifa Used bad feel like getting itnAint got way start finish it No pain gainnNever stand down made waynNever going slow pick pace This wanted young age No emotion thats business isnLord mercy witnesses I torture you take hand flamesnI torture you Im sucker pain More painnGot beggin beggin beggin beggin beggin begginnFor painnGot beggin beggin beggin beggin beggin begginnFor painnGot beggin beggin beggin beggin beggin begginnFor painnGot begging,Sucker For Pain,rap
