,"10,000 Emerald Pools",7,Adventure Of A Lifetime,Alaska,All The Pretty Girls,America's Sweetheart,Angela,Arsonist's Lullabye,"Atlas, Rise!",Believer,Blame,Brace For Impact (Live A Little),Brand New,Chain Breaker,Cocoon,Cold Cold Cold,Dancing On Glass,Death Of A Bachelor,Die Young,Ditmas,"Do It, Try It",Don't Threaten Me With A Good Time,Emperor's New Clothes,Ex's & Oh's,Feed The Machine,Feel It Still,Fire Escape,Genghis Khan,Gone,Good Girls,HandClap,Happy Song,Hard Love,Hated,Heathens,Heavy,Heavydirtysoul,Help,Here's To The Heartache,Hot Thoughts,How Did You Love,Human,Hymn For The Weekend,Hypnotised,In The Dark,Keeping Your Head Up,Kiss This,LA Devotee,Let It Go,Let You Down,Lost On You,Love,Love Is Mystical,Love On The Weekend,Mess Around,Message Man,Middle Fingers,Monster,Mountain At My Gates,My Name Is Human,Never Again,Nimble Bastard,On Hold,Ophelia,Past Lives,Renegades,Ride,Rise,Saint Cecilia,Shine,Somebody Else,Spirits,Stars,Start A Riot,State Of My Head,Still Breathing,Still Feel Like Your Man,Stressed Out,Sucker For Pain,Sweet Disaster,Tearing Me Up,Testify,The Less I Know The Better,The Light,The Sound,The Sound Of Silence,Trip Switch,UGH!,Unsteady,Victorious,Walking On A Dream,Wash It All Away,Waste A Moment,Way Down We Go,Wild Horses,Wish I Knew You,Woman Woman,You And I
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['From walking home and talking loads\nTo seeing shows in evening clothes with you\nFrom nervous touch and getting drunk\nTo staying up and waking up with you', ""Now we're sleeping near the edge"", ""Holding something we don't need"", 'All this delusion in our heads is gonna bring us to our knees', ""So come on, let it go, just let it be\nWhy don't you be you, and I'll be me?"", ""Everything that's broke, leave it to the breeze"", ""Why don't you be you, and I'll be me?"", ""And I'll be me"", 'From throwing clothes across the floor', 'To teeth and claws and slamming doors at you', ""If this is all we're living for\nWhy are we doing it, doing it, doing it anymore?"", ""I used to recognize myself\nIt's funny how reflections change\nWhen we're becoming something else\nI think it's time to walk away"", ""Why don't you be you, and I'll be me?"", ""Everything that's broke, leave it to the breeze"", ""Why don't you be you, and I'll be me?"", ""And I'll be me"", ""Tryna fit your hand inside of mine\nWhen we know it just don't belong\nCause no force on earth could make it feel right, no no"", ""Tryna push this problem up the hill\nWhen it's just too heavy to hold\nI think now's the time to let it slide"", ""So come on, let it go, just let it be\nWhy don't you be you, and I'll be me?"", ""Everything that's broke, leave it to the breeze"", 'Let the ashes fall, forget about me', ""Why don't you be you, and I'll be me?"", ""And I'll be me""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,"['[Produced by StarGate & Coldplay]', '[Indecipherable]', '[Verse 1]', ""Turn your magic on\nUmi she'd say"", ""Everything you want's a dream away\nAnd we are legends, every day\nThat's what she told me"", ""Turn your magic on, to me she'd say"", ""Everything you want's a dream away"", 'Under this pressure, under this weight\nWe are diamonds', ""Now I feel my heart beating\nI feel my heart underneath my skin\nAnd I feel my heart beating\nOh, you make me feel\nLike I'm alive again\nAlive again\nOh, you make me feel\nLike I'm alive again"", ""Said I can't go on, not in this way\nI'm a dream that died by light of day"", 'Gonna hold up half the sky and say\nOnly I own me', ""Now I feel my heart beating\nI feel my heart underneath my skin\nOh, I can feel my heart beating\nCause you make me feel\nLike I'm alive again\nAlive again\nOh, you make me feel\nLike I'm alive again"", ""Turn your magic on, Umi she'd say"", ""Everything you want's a dream away"", 'Under this pressure, under this weight\nWe are diamonds taking shape\nWe are diamonds taking shape\n(Woo, woo)', ""If we've only got this life\nThis adventure, oh then I\nAnd if we've only got this life\nYou'll get me through\nAnd if we've only got this life\nIn this adventure, oh then I\nWant to share it with you\nWith you, with you\nYeah I do""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I've come to talk with you again"", 'Because a vision softly creeping\nLeft its seeds while I was sleeping\nAnd the vision that was planted in my brain\nStill remains within the sound of silence', ""In restless dreams I walked alone\nNarrow streets of cobblestone\n'Neath the halo of a street lamp\nI turned my collar to the cold and damp\nWhen my eyes were stabbed by the flash of a neon light\nThat split the night and touched the sound of silence"", 'And in the naked light I saw\nTen thousand people, maybe more\nPeople talking without speaking\nPeople hearing without listening', 'People writing songs that voices never shared\nAnd no one dared disturb the sound of silence', '""Fools"", said I, ""You do not know\nSilence like a cancer grows\nHear my words that I might teach you\nTake my arms that I might reach you""\nBut my words like silent raindrops fell\nAnd echoed in the wells of silence', 'And the people bowed and prayed\nTo the neon God they made\nAnd the sign flashed out its warning\nIn the words that it was forming\nAnd the sign said ""The words of the prophets are written on the subway walls\nAnd tenement halls""']",,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Run away-ay with me\nLost souls in revelry\nRunning wild and running free\nTwo kids, you and me', 'Long live the pioneers\nRebels and mutineers\nGo forth and have no fear\nCome close and lend an ear', 'All hail the underdogs\nAll hail the new kids\nAll hail the outlaws', ""Spielberg's and Kubrick's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I just wanna stay in the sun where I find\nI know it's hard sometimes\nPieces of peace in the sun's peace of mind\nI know it's hard sometimes"", ""Yeah I think about the end just way too much\nBut it's fun to fantasize"", ""On my enemies I wouldn't wish who I was\nBut it's fun to fantasize"", ""Oh Oh Ohhh Oh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nOh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nTaking my time on my ride"", '""I\'d die for you,"" that\'s easy to say', 'We have a list of people that we would take\nA bullet for them, a bullet for you\nA bullet for everybody in this room', ""But I don't seem to see many bullets coming through\nSee many bullets coming through\nMetaphorically I'm the man\nBut literally I don't know what I'd do"", '""I\'d live for you,"" and that\'s hard to do\nEven harder to say when you know it\'s not true\nEven harder to write when you know that tonight', 'There were people back home who tried talking to you\nBut then you ignore them still', 'All these questions they’re for real\nLike who would you live for? Who would you die for?', 'And would you ever kill?', ""Oh Oh Ohhh Oh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nOh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nTaking my time on my ride"", ""I've been thinking too much\nI've been thinking too much\nI've been thinking too much\nI've been thinking too much\nHelp me\nI've been thinking too much\n(I've been thinking too much)\nI've been thinking too much\nHelp me\nI've been thinking too much\n(I've been thinking too much)\nI've been thinking too much"", ""Oh Oh Ohh Oh Oh Ohh I'm falling\nSo I'm taking my time on my ride Oh Oh Ohh\nI'm falling so I'm taking my time\nTaking my time on my ride woah oh oh"", ""Oh Oh Ohh Oh Oh Ohh I'm falling\nSo I'm taking my time on my ride Oh Oh Ohh\nI'm falling so I'm taking my time on my"", 'I’ve been thinking too much\nHelp me\nI’ve been thinking too much\nHelp me\nI’ve been thinking too much\nI’ve been thinking too much\nI’ve been thinking too much\nHelp me\nI’ve been thinking too much\nI’ve been thinking too much\nI’ve been thinking too much\nHelp me']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Will I see again?', 'We are always running for the thrill of it, thrill of it', 'Always pushing up the hill,', 'searching for the thrill of it', ""Never looking down I'm just in awe in whats in front of me"", 'Is it real now\nWhen two people become one\nI can feel it\nWhen two people become one', ""Thought I'd never see\nThe love you found in me"", ""Now it's changing all the time\nLiving in a rhythm where the minute's working over time"", 'We are always running for the thrill of it, thrill of it', 'Always pushing up the hill,', 'searching for the thrill of it', ""Never looking down I'm just in awe in whats in front of me"", 'Is it real now\nWhen two people become one\nI can feel it\nWhen two people become one\nIs it real now\nWhen two people become one\nI can feel it\nWhen two people become one', 'All we got is tonight that is right till first light', 'Is it real now\nWhen two people become one\nI can feel it\nWhen two people become one\nIs it real now\nWhen two people become one\nI can feel it\nWhen two people become one']",,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ah, ah, when I was younger\nI, I should've known better\nAnd I can't feel no remorse\nAnd you don't feel nothing back"", ""(Ah, ah!) got a new girlfriend\nHe feels like he's on top"", ""And I don't feel no remorse\nAnd you can't see past my blindness"", ""Oh, Ophelia\nYou've been on my mind, girl, since the flood\nOh, Ophelia\nHeaven help the fool who falls in love"", 'I, I got a little paycheck\nYou got big plans and you gotta move (whoo!)', ""And I don't feel nothing at all\nAnd you can't feel nothing small"", ""Honey, I love you\nThat's all she wrote"", ""Oh, Ophelia\nYou've been on my mind, girl, like a drug"", 'Oh, Ophelia\nHeaven help the fool who falls in love', 'Oh, Ophelia', ""You've been on my mind, girl, since the flood\nOh, Ophelia\nHeaven help the fool who falls in love\nOh, Ophelia"", ""You've been on my mind, girl, like a drug"", 'Oh, Ophelia', 'Heaven help the fool who falls in love']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Hold, hold on, hold on to me\n'Cause I'm a little unsteady, a little unsteady\nHold, hold on, hold on to me\n'Cause I'm a little unsteady, a little unsteady"", ""Daddy, I'm alone\n'Cause this house don't feel like home"", ""If you love me, don't let go, woah\nIf you love me, don't let go"", ""Hold, hold on, hold on to me\n'Cause I'm a little unsteady, a little unsteady\nHold, hold on, hold on to me\n'Cause I'm a little unsteady, a little unsteady"", ""Mother, I know\nThat you're tired of being alone"", ""Dad, I know you're trying\nTo fight when you feel like flying"", ""But if you love me, don't let go, woah\nIf you love me, don't let go"", ""Hold, hold on, hold on to me\n'Cause I'm a little unsteady, a little unsteady\nHold, hold on, hold on to me\n'Cause I'm a little unsteady, a little unsteady"", ""Hold, hold on, hold on to me\n'Cause I'm a little unsteady, a little unsteady""]",,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Tonight we are victorious\nChampagne pouring over us\nAll my friends were glorious\nTonight we are victorious\nOh-oh-oh-oh, victorious\nOh-oh-oh-oh', '[Verse 1]', 'Double bubble disco queen headed to the guillotine\nSkin as cool as Steve McQueen, let me be your killer king', 'It hurts until it stops, we will love until it’s not', 'I’m a killing spree in white, eyes like broken Christmas lights', 'My touch is black and poisonous\nAnd nothing like my punch-drunk kiss\nI know you need it, do you feel it?\nDrink the water, drink the wine', 'Oh we gotta turn up the crazy\nLivin’ like a washed up celebrity', 'Shooting fireworks like it’s the Fourth of July\nUntil we feel alright\nUntil we feel alright', 'I’m like a scarf trick, it’s all up the sleeve\nI taste like magic, waves that swallow quick and deep', 'Throw the bait, catch the shark, bleed the water red', 'Fifty words for murder and I’m every one of them', 'My touch is black and poisonous\nAnd nothing like my punch-drunk kiss\nI know you need it, do you feel it?\nDrink the water, drink the wine', 'Oh we gotta turn up the crazy\nLivin’ like a washed up celebrity', 'Shooting fireworks like it’s the Fourth of July', 'Tonight we are victorious\nChampagne pouring over us\nAll my friends were glorious\nTonight we are victorious\nTonight we are victorious\nChampagne pouring over us\nAll my friends were glorious\nTonight we are victorious', 'Oh we gotta turn up the crazy\nLivin’ like a washed up celebrity', 'Shooting fireworks like it’s the Fourth of July\nUntil we feel alright\nUntil we feel alright', 'Tonight we are victorious\nChampagne pouring over us\nAll my friends were glorious\nTonight we are victorious']",,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I know there's no form\nAnd no labels to put on\nTo this thing we keep\nAnd dip into when we need"", ""And I don't have the right\nTo ask where you go at night\nBut the waves hit my head\nTo think someone's in your bed"", ""I get a little bit Genghis Khan\nI don't want you to get it on\nWith nobody else but me\nWith nobody else but me"", ""I get a little bit Genghis Khan\nDon't want you to get it on\nWith nobody else but me\nWith nobody else but me"", ""And the lights, they glow\nLike I've just lost the World War\nAnd the scene slips away\nTo the evenness I fake"", ""It's a shit old world\nCause I don't really want you, girl\nBut you can't be free\nCause I'm selfish, I'm obscene"", ""I get a little bit Genghis Khan\nI don't want you to get it on\nWith nobody else but me\nWith nobody else but me"", ""I get a little bit Genghis Khan\nDon't want you to get it on\nWith nobody else but me\nWith nobody else but me"", ""Ooh, I wanna make up my mind\nBut I don't know myself\nNo I don't know myself, me\nOoh, I wanna make up my mind\nBut I don't know myself\nNo I don't know myself, me\nOoh, I wanna make up my mind\nBut I don't know myself\nNo I don't know myself"", ""And I get a little bit Genghis Khan\nI don't want you to get it on\nWith nobody else but me\nWith nobody else but me"", ""I get a little bit Genghis Khan\nDon't want you to get it on\nWith nobody else but me\nWith nobody else but me""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,"['You think your words will make me black and blue', ""But I, I think I'm pretty with these old boots on\nI think it's funny when I drink too much, hey\nYou try and change me, you can go to hell\nCause I don't want to be nobody else\nI like the chip I got in my front teeth\nAnd I got bad tattoos you won't believe"", 'So kick out the jams, kick up the soul\nPour another glass of that rock and roll\nTurn up the band, fire in the hole\nGonna lose control tonight', ""What do you want from me? I'm not America's sweetheart\nSo beat the drum with me, I'm not America's sweetheart"", ""Well, they say I'm too loud for this town\nSo I lit a match and burned it down"", ""What do you want from me, I'm not America's sweetheart\nBut you love me anyway"", 'My hands are dirty and my heart is cold', ""The boys I've been with say I got no soul\nWhen I, I meet another honey at the bar\nI'll think it's funny when I break his heart, mmm now"", 'My kind of medicine is whiskey straight', 'I got a mouth to put you in your place', ""And they, they said I'll never be the poster type\nBut they don't make posters of my kind of life"", 'So kick out the jams, kick up the soul\nPour another glass of that rock and roll\nTurn up the band, fire in the hole\nGonna lose control tonight', ""Well, they say I'm too loud for this town\nSo I lit a match and burned it down"", 'So kick out the jams, kick up the soul\nPour another glass of that rock and roll\nTurn up the band, fire in the hole\nGonna lose control tonight', 'Kick out the jams, kick up the soul\nPour another glass of that rock and roll\nTurn up the band, fire in the hole\nGonna lose control tonight', ""What do you want from me? I'm not America's sweetheart\nSo beat the drum with me, I'm not America's sweetheart"", ""Well, they say I'm too loud for this town\nSo I lit a match and burned it down"", ""What do you want from me, I'm not America's sweetheart\nBut you love me anyway\nYou love me anyway\nYou love me anyway"", ""I'm not America's sweetheart, no, no, no""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['And said drink from me, drink from me\n(Oh-ah-oh-ah)\nThat we shoot across the sky\nSymphony\nThat we shoot across the sky\nPour on a...\nDrink from me, drink from me\n(Oh-ah-oh-ah)\nThat we shoot across the sky\nSymphony\n(So high, so high)\nThat we shoot across the sky', 'Oh, angel sent from up above\nYou know you make my world light up\nWhen I was down, when I was hurt\nYou came to lift me up', ""Life is a drink and love's a drug\nOh now I think I must be miles up"", 'When I was a river dried up\nYou came to rain a flood', ""You said drink from me, drink from me\nWhen I was so thirsty\nPoured on a symphony\nNow I just can't get enough\nPut your wings on me, wings on me\nWhen I was so heavy\nPoured on symphony\nWhen I'm low, low, low, low"", 'I-Oh-I-Oh-I\nGot me feeling drunk and high\nSo high, so high\nOh-I-Oh-I-Oh-I\nNow I’m feeling drunk and high\nSo high, so high\n(Woo)\n(Woo-ooo-ooo-woo)', ""Oh, angel sent from up above\nI feel you coursing through my blood\nLife is a drink and your love's about\nTo make the stars come out"", ""Put your wings on me, wings on me\nWhen I was so heavy\nPoured on symphony\nWhen I'm low, low, low, low"", 'I-Oh-I-Oh-I\nGot me feeling drunk and high\nSo high, so high\nOh-I-Oh-I-Oh-I\nI’m feeling drunk and high\nSo high, so high', ""I-Oh-I-Oh-I\nLa, la, la, la, la, la, la\nSo high, so high\nI-Oh-I-Oh-I\nNow I'm feeling drunk and high\nSo high, so high""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,"['[Produced by Brendon Urie & Jake Sinclair]', 'Finders keepers, losers weepers', 'Welcome to the end of eras\nIce has melted back to life\nDone my time and served my sentence', 'Dress me up and watch me die', 'If it feels good, tastes good\nIt must be mine', 'Dynasty decapitated\nYou just might see a ghost tonight', ""And if you don't know now you know"", ""I'm taking back the crown"", ""I'm all dressed up and naked"", ""I see what's mine and take it"", '(Finders keepers, losers weepers)\nOh yeah', ""The crown...\nSo close I can taste it\nI see what's mine and take it"", '(Finders keepers, losers weepers)\nOh yeah', 'Sycophants on velvet sofas\nLavish mansions, vintage wine', 'I am so much more than royal\nSnatch your chain and mace your eyes', 'If it feels good, tastes good\nIt must be mine', 'Heroes always get remembered\nBut you know legends never die', ""And if you don't know now you know"", ""I'm taking back the crown"", ""I'm all dressed up and naked"", ""I see what's mine and take it"", '(Finders keepers, losers weepers)\nOh yeah', ""The crown...\nSo close I can taste it\nI see what's mine and take it"", '(Finders keepers, losers weepers)\nOh yeah', 'Mortal kings are ruling castles\nWelcome to my world of fun', 'Liars settle into sockets\nFlip the switch and watch them run', ""I'm taking back, back, taking back, back the crown"", ""I'm all dressed up and naked"", ""I see what's mine and take it"", '(Finders keepers, losers weepers)\nOh yeah', ""The crown...\nSo close I can taste it\nI see what's mine and take it"", '(Finders keepers, losers weepers)\nOh yeah', 'Finders keepers, losers weepers', 'Finders keepers, losers weepers']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I got guns in my head and they won't go\nSpirits in my head and they won't go\nI got guns in my head and they won't go\nSpirits in my head and they won't"", 'I been looking at the stars tonight\nAnd I think oh, how I miss that bright sun', ""I'll be a dreamer 'til the day I die\nBut they say oh, how the good die young"", ""But we're all strange\nAnd maybe we don't wanna change"", ""I got guns in my head and they won't go\nSpirits in my head and they won't go\nI got guns in my head and they won't go\nSpirits in my head and they won't go\nBut the gun still rattles\nThe gun still rattles, oh\nI got guns in my head and they won't go\nSpirits in my head and they won't go"", ""I got guns in my head and they won't go\nSpirits in my head and they won't go\nI got guns in my head and they won't go\nSpirits in my head and they won't go\nBut the gun still rattles\nThe gun still rattles, oh\nBut the gun still rattles\nThe gun still rattles, oh"", '[Bridge]', ""And I don't want a never ending life\nI just want to be alive while I'm here"", ""And I don't want to see another night\nLost inside a lonely life while I'm here"", ""I got guns in my head and they won't go\nSpirits in my head and they won't go\nI got guns in my head and they won't go\nSpirits in my head and they won't go\nBut the gun still rattles\nThe gun still rattles, oh\nBut the gun still rattles\nThe gun still rattles, oh""]",,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Well I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart"", ""Well I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart"", ""I can't believe I forgot your name\nOh baby won't you cum again?"", 'She said ""I\'ve got a problem with your shoes\nAnd your tunes, but I might move in', 'And I thought that you were straight, now I\'m wondering""', 'You\'re so conceited, I said ""I love you""\nWhat does it matter if I lie to you?', 'I don\'t regret it but I\'m glad that we\'re through\nSo don\'t you tell me that you ""just don\'t get it""\nCause I know you do', ""Well I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart"", ""It's not about reciprocation, it's just all about me\nA sycophantic, prophetic, Socratic junkie wannabe"", ""There's so much skin to see\nA simple Epicurean philosophy"", ""And you say I'm such a cliché\nI can't see the difference in it either way"", ""And we left things to protect my mental health\nBut you'll call me when you're bored and you're playing with yourself"", 'You\'re so conceited, I said ""I love you""\nWhat does it matter if I lie to you?', ""I don't regret it but I'm glad that we're through\nSo don't you tell me that you just don't get it\nCause I know you"", ""Well I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart"", '[Guitar Solo: Adam Hann]', ""Well I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart\nWell I know when you're around cause I know the sound\nI know the sound, of your heart""]",,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,"['[Click here to read Panic! At The Disco’s story about “Death of A Bachelor”]', ""Do I look lonely?\nI see the shadows on my face\nPeople have told me\nI don't look the same\nMaybe I lost weight\nI'm playing hooky\nWith the best of the best, pull my heart out my chest\nSo that you can see it too"", ""I'm walking the long road\nWatching the sky fall\nThe lace in your dress tangles my neck\nHow do I live?"", 'The death of a bachelor\nO-o-oh! Letting the water fall\nThe death of a bachelor\nO-o-oh! Seems so fitting for\nHappily ever after, whooo\nHow could I ask for more?\nA lifetime of laughter\nAt the expense of the death of a bachelor', ""I'm cutting my mind off\nIt feels like my heart is going to burst"", ""Alone at a table for two\nAnd I just wanna be served\nAnd when you think of me\nAm I the best you've ever had?"", ""Share one more drink with me\nSmile even though you're sad"", ""I'm walking the long road\nWatching the sky fall\nThe lace in your dress tangles my neck\nHow do I live?"", 'The death of a bachelor\nO-o-oh! Letting the water fall\nThe death of a bachelor\nO-o-oh! Seems so fitting for\nHappily ever after, whooo\nHow could I ask for more?\nA lifetime of laughter\nAt the expense of the death of a bachelor', 'The death of a bachelor\nO-o-oh! Letting the water fall\nThe death of a bachelor\nO-o-oh! Seems so fitting for\nHappily ever after, whooo\nHow could I ask for more?\nA lifetime of laughter\nAt the expense of the death of a bachelor']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Oh father, tell me, do we get what we deserve?\nOh we get what we deserve', 'And way down we go-o-o-o-o\nWay down we go-o-o-o-o\nSay way down we go\nWay down we go', 'Oh you let your feet run wild\nTime has come as we all oh, go down', 'Yeah but for the fall oh, my\nDo you dare to look him right in the eyes?', ""'Cause they will run you down, down til the dark\nYes and they will run you down, down til you fall\nAnd they will run you down, down til you go\nYeah so you can't crawl no more"", 'And way down we go-o-o-o-o\nOh way down we go\nSay way down we go', ""'Cause they will run you down, down 'til you fall\nWay down we go"", 'Uhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUh uhhhh uh\nUhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUh uhhhh\n\nOh bab-bab-yeah\nWow baby-a-aha\nBaby ooo\nBab, down we go\nYeah']",,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['I see a mountain at my gates\nI see it more and more each day\nWhat I give, it takes away\nWhether I go or when I stay', 'I see a mountain at my gates\nI see it more and more each day', 'I see a fire out by the lake', ""I'll drive my car without the brakes"", ""I see a mountain in my way\nIt's looming larger by the day"", ""I see a darkness in my fate\nI'll drive my car without the brakes"", 'Oh, gimme some time', 'Show me the foothold from which I can climb', 'Yeah, when I feel low\nYou show me a signpost for where I should go', 'I see a mountain at my gates\nI see it more and more each day', 'And my desire wears a dark dress\nBut each day, I see you less', 'Show me the foothold from which I can climb', 'Yeah, when I feel low\nYou show me a signpost for where I should go', ""Dark clouds gather 'round\nWill I run or stand my ground?"", ""Oh, when I come to climb\nShow me the mountain so far behind\nYeah, it's farther away\nIts shadow gets smaller day after day"", 'Yeah, gimme my way\nGimme my love\nGimme my choice\nYou keep me coming around\nGimme my fate\nGimme my lungs\nGimme my voice\nYou keep me coming around\nGimme my lungs\nGimme my, gimme my, gimme my, gimme my\nGimme my, gimme my, gimme my, gimme my, gimme my way\nGimme my fate\nGimme my lungs\nGimme my choice\nYou keep me coming round']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Oh, our flag is tattered\nAnd our bones are shattered\nBut it doesn’t matter\n‘Cause we’re movin’ forward', 'Yeah, I’m full of deep cuts right down to the marrow']",,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sharing secrets with another world', 'Rubbing shoulders with some unknown lovers', 'Making waves through the universe', 'Starting wars with anonymous brothers', 'Trip switch, trip switch', ""Make a wish and I'll count to three\nPress the button and we'll both be happy\nSending signals is a dirty trick"", 'I get my love in a digital package', ""What we do when the power's out\nWhat do we do when the lights go down?"", ""What we do when the power's out\nWhat do we do when the lights go down?"", ""Gimme data cause I need a hit\nHow I love stratospheric numbers\nInformation, I've been craving it"", 'Trip switch, trip switch', ""What we do when the power's out\nWhat do we do when the lights go down?""]",,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Oh no, oh no, oh no, oh no', 'Ahhhhh, oh no\nAhhhhh, oh no\nAhhhhh, oh no', ""No, she don't mess around\nNo, she don't mess around"", 'Oh St. Louis, California', 'Blue eyes', ""yeah she's comin' for ya"", 'Land of Mary, Charm City', ""Oh lord, wish she was my baby\nYou know she'll drive you crazy\nYeah she's coming for ya"", ""No, she don't mess around\nNo, she don't mess around"", ""No, she don't mess around\nNo, she don't mess around"", ""The heat is rising and only getting hotter, ready to blow\nI think I'll pour myself a glass of water, let it flow"", ""She'll show you what she's made of\nYeah she's comin' for ya\nShe's gonna try to break ya\nYeah she's comin' for ya"", ""No, she don't mess around\nNo, she don't mess around"", 'Ahhhhh, oh no\nAhhhhh, oh no\nAhhhhh, oh no', ""No, she don't mess around\nNo, she don't mess around"", 'Oh no, oh no, oh no, oh no', 'Ahhhhh, oh no\nAhhhhh, oh no\nAhhhhh, oh no', ""No, she don't mess around\nNo, she don't mess around"", 'Ahhhhh, oh no\nAhhhhh, oh no\nAhhhhh, oh no', ""No, she don't mess around\nNo, she don't mess around\nNo, she don't mess around""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
